14898291	830	487	-1	4b7692dbf964a5209b522ee3	Nightclub	35.660965	139.72409	2012-04-08T08:07:44.000+09:00
97850794	399	345	-1	4b093eeff964a520e51423e3	Train Station	35.658524	139.70132	2012-04-08T08:10:46.000+09:00
187487214	220	205	-1	4dc080406e8124d25dcec7ff	Grocery Store	35.783993	139.67241	2012-04-08T08:30:49.000+09:00
369564733	283	293	-1	4b7a8c84f964a520bc302fe3	General Travel	35.690716	139.70013	2012-04-08T08:34:54.000+09:00
255941673	220	64	-1	4b634dfaf964a520f6702ae3	Train Station	35.729237	139.71085	2012-04-08T08:39:31.000+09:00
389278714	249	219	-1	4b1fb0dff964a520192824e3	Train Station	35.607536	139.66884	2012-04-08T08:43:21.000+09:00
110087085	160	155	-1	4b0587a1f964a520989d22e3	Building	35.729347	139.71817	2012-04-08T08:45:39.000+09:00
93764142	943	1470	-1	4bb296ce715eef3b707885bb	Road	35.564026	139.58044	2012-04-08T08:47:49.000+09:00
93764142	943	1470	-1	4d6a35c49bd6a143ef626adf	Road	35.556343	139.60095	2012-04-08T08:52:42.000+09:00
255941673	220	64	-1	4ccec1f6ee23a14391d92da8	Train Station	35.68958	139.70146	2012-04-08T08:53:56.000+09:00
75258130	608	533	-1	4c1807574ff90f47d0d20d49	Bus Station	35.651314	139.68561	2012-04-08T09:01:16.000+09:00
53923978	351	343	-1	4b4d45eff964a520d7cf26e3	Train Station	35.560684	139.72372	2012-04-08T09:07:31.000+09:00
105900985	770	518	-1	4b599427f964a520568d28e3	Gym	35.679646	139.71239	2012-04-08T09:08:41.000+09:00
46104096	298	139	-1	4b5dd73df964a520fe6e29e3	Cosmetics Shop	35.658962	139.70169	2012-04-08T09:10:03.000+09:00
106039302	489	534	-1	4b093eeff964a520e51423e3	Train Station	35.658524	139.70132	2012-04-08T09:14:15.000+09:00
176081290	622	685	-1	4b553186f964a52039de27e3	Train Station	35.55454	139.7297	2012-04-08T09:17:53.000+09:00
69263139	551	593	-1	4b600c00f964a52029d429e3	Event Space	35.63847	139.72862	2012-04-08T09:18:26.000+09:00
176081290	622	685	-1	4b4d45eff964a520d7cf26e3	Train Station	35.560684	139.72372	2012-04-08T09:19:35.000+09:00
389278714	249	219	-1	4b5653a9f964a520810b28e3	Train Station	35.63441	139.79161	2012-04-08T09:22:24.000+09:00
266587058	100	125	-1	4ea041c34690c8d52066dce0	Home (private)	35.64829	139.70645	2012-04-08T09:25:09.000+09:00
88659713	60	81	-1	4b5ede16f964a520999b29e3	Multiplex	35.65956	139.72934	2012-04-08T09:26:47.000+09:00
