167000526	142	118	-1	4ccc337a7c2ff04db163977e	Theater	52.314434	4.9325395	2012-04-07T21:04:29.000+02:00
294766498	158	75	-1	4c0432be3022952153b6de81	Multiplex	52.503723	4.956604	2012-04-07T21:35:19.000+02:00
187142808	353	242	-1	4e90d5a10aafb4070c1d1122	Home (private)	52.332714	5.0679207	2012-04-07T21:44:51.000+02:00
122392776	27	28	-1	4a2707c7f964a520c38e1fe3	BBQ Joint	52.362736	4.884517	2012-04-07T21:48:57.000+02:00
15049655	2162	3098	-1	4dd4f308b0fb7a332e743302	Hotel	52.358597	4.878925	2012-04-07T21:53:50.000+02:00
35398696	179	67	-1	4d10aee19302a35d46867c6e	Hotel	52.37675	4.9052596	2012-04-07T21:58:44.000+02:00
26746977	104	82	-1	4b2a3e4df964a52070a624e3	Bar	52.472008	4.843059	2012-04-07T22:18:42.000+02:00
431329999	189	78	-1	4b8d3f6ef964a520b9ef32e3	Hotel	52.36262	4.8798227	2012-04-07T22:21:29.000+02:00
160706229	247	78	-1	4a26ff5ff964a520577f1fe3	Bar	52.378082	4.886389	2012-04-07T22:47:19.000+02:00
22066321	211	122	-1	4b54b3cdf964a520ebc727e3	Diner	52.43897	4.8244157	2012-04-07T23:06:08.000+02:00
159476873	560	621	-1	4ef2e1fcd3e3e38058d2ae73	Bus Station	52.42584	4.910035	2012-04-07T23:49:34.000+02:00
21567738	84	56	-1	4cf403de7e93f04d9d495b69	Home (private)	52.393463	4.627392	2012-04-07T23:49:36.000+02:00
18283199	142	95	-1	4b6ef28af964a52098d22ce3	Hospital	52.358444	4.915043	2012-04-07T23:57:23.000+02:00
67416747	187	111	-1	4e1085128877ac23b65888f0	Home (private)	52.503975	5.0592766	2012-04-08T21:10:33.000+02:00
69926366	476	1194	-1	4a3d4fd1f964a52017a21fe3	Movie Theater	52.36654	4.894648	2012-04-08T21:13:39.000+02:00
18101734	62	91	-1	4c78d269df08a1cdf5b6d85d	Neighborhood	52.37366	4.897864	2012-04-08T21:18:02.000+02:00
52001213	124	105	-1	4e72709a8998e9711d827661	Home (private)	52.317223	4.6674485	2012-04-08T21:24:51.000+02:00
125467169	102	186	-1	4ee51c0a8b81bab28417a975	Home (private)	52.201878	4.88527	2012-04-08T21:34:06.000+02:00
40441895	223	137	-1	4a270021f964a5204f821fe3	Bar	52.37379	4.881809	2012-04-08T21:48:59.000+02:00
96832678	187	144	-1	4d4a7960782f3704d1657837	Home (private)	52.41364	4.657257	2012-04-08T21:52:14.000+02:00
145649621	141	197	-1	4a2707aef964a5208f8e1fe3	Chinese Restaurant	52.373695	4.9004607	2012-04-08T21:58:57.000+02:00
6614602	1155	4500	-1	4d5d5310935e60fcbfd13ec0	Nightclub	52.364414	4.882709	2012-04-08T22:05:40.000+02:00
17645718	1587	2291	-1	4a84e798f964a520defd1fe3	Airport	52.30924	4.762187	2012-04-08T22:31:58.000+02:00
71785635	57	79	-1	4f136a38e4b0380204b628c7	Home (private)	52.382347	4.6387577	2012-04-08T22:54:14.000+02:00
397898365	216	111	-1	4a27db90f964a5208e941fe3	Nightclub	52.362247	4.883912	2012-04-08T22:58:55.000+02:00
180500314	394	113	-1	4c91692c57e5b60c7f9a601c	Train	52.37937	4.897922	2012-04-08T23:45:58.000+02:00
111628346	74	71	-1	4da3f2ba7ccc816e6186877b	Bridge	52.332348	5.0145936	2012-04-08T23:53:15.000+02:00
30265331	218	239	-1	4a688ba1f964a52088ca1fe3	Train Station	52.378613	4.900546	2012-04-14T21:03:14.000+02:00
16806659	285	626	-1	4a27db2af964a5205b921fe3	Japanese Restaurant	52.34795	4.891303	2012-04-14T21:09:51.000+02:00
230278825	1216	612	-1	4a8c3036f964a5203a0d20e3	Train Station	52.388004	4.638376	2012-04-14T21:22:49.000+02:00
30265331	218	239	-1	4a56263bf964a5208db41fe3	Train Station	52.438107	4.8139215	2012-04-14T21:25:29.000+02:00
27598270	1306	1629	-1	4a84e798f964a520defd1fe3	Airport	52.30924	4.762187	2012-04-14T21:45:55.000+02:00
125467169	71	187	-1	4f44c26ce4b00b32dfea37ce	Office	52.206123	4.866216	2012-04-14T21:59:47.000+02:00
74149009	217	210	-1	4a27db90f964a5208e941fe3	Nightclub	52.362247	4.883912	2012-04-14T22:24:13.000+02:00
46134493	144	213	-1	4a4cf389f964a5205ead1fe3	Plaza	52.36609	4.896469	2012-04-14T22:27:56.000+02:00
46134493	144	213	-1	4a26ffccf964a52010811fe3	Pub	52.365845	4.8974185	2012-04-14T22:28:48.000+02:00
107985945	35	48	-1	4a27081af964a520a68f1fe3	Restaurant	52.3664	4.8908024	2012-04-14T22:29:03.000+02:00
37809492	175	29	-1	4f8735f0e4b0cec3a93655e3	Home (private)	52.351624	4.8719616	2012-04-14T22:45:20.000+02:00
230278825	1216	612	-1	4c2f0da1ac0ab7134fae1b1e	Gay Bar	52.377197	4.6276474	2012-04-14T22:46:33.000+02:00
9327052	641	658	-1	4a26ffb6f964a520b4801fe3	Nightclub	52.375233	4.9296427	2012-04-14T22:49:48.000+02:00
24002442	124	126	-1	4c77ff0e20bb199c7dc40529	Event Space	52.51028	4.961668	2012-04-14T23:07:31.000+02:00
14898601	782	1618	-1	4a27db91f964a52093941fe3	Concert Hall	52.312645	4.9440446	2012-04-14T23:09:03.000+02:00
222284135	308	157	-1	4a72d965f964a52049db1fe3	Bar	52.36137	4.9247503	2012-04-14T23:26:19.000+02:00
145244848	159	76	-1	4dcd9cce1f6eb1227065cce4	Home (private)	52.472015	4.8000135	2012-04-14T23:33:19.000+02:00
46427073	367	252	-1	4a688ba1f964a52088ca1fe3	Train Station	52.378613	4.900546	2012-04-14T23:37:56.000+02:00
107985945	35	48	-1	4b5b8013f964a520e60229e3	Cocktail Bar	52.382122	4.8867702	2012-04-14T23:39:43.000+02:00
16806659	285	626	-1	4d04d38337036dcbb22a13fb	French Restaurant	52.36645	4.890474	2012-04-14T23:48:36.000+02:00
126579216	313	906	-1	4c0aaac7009a0f4755d3e9bf	Bar	52.365505	4.89588	2012-04-14T23:50:27.000+02:00
53298929	143	134	-1	4a27db92f964a52094941fe3	Concert Hall	52.356365	4.879314	2012-04-15T21:05:32.000+02:00
186430165	274	194	-1	4dee6ab1d164f9a5c6904846	Home (private)	52.35108	4.885138	2012-04-15T21:32:16.000+02:00
144556361	45	108	-1	4a84e798f964a520defd1fe3	Airport	52.30924	4.762187	2012-04-15T21:41:42.000+02:00
37809492	175	29	-1	4f8735f0e4b0cec3a93655e3	Home (private)	52.351624	4.8719616	2012-04-15T22:26:00.000+02:00
19192574	512	906	-1	4a27db19f964a520e9911fe3	Hotel	52.37005	4.8659673	2012-04-15T23:03:50.000+02:00
21338241	155	68	-1	4a27071df964a520f98c1fe3	Park	52.358044	4.86763	2012-04-15T23:11:55.000+02:00
21338241	155	68	-1	4b9ff646f964a520f44d37e3	Plaza	52.37302	4.892628	2012-04-15T23:12:00.000+02:00
21338241	155	68	-1	4b064d52f964a52086ea22e3	Neighborhood	52.370285	4.8849354	2012-04-15T23:12:04.000+02:00
21338241	155	68	-1	4a47d9d4f964a5202faa1fe3	Plaza	52.36422	4.882897	2012-04-15T23:12:09.000+02:00
125467169	71	188	-1	4ee51c0a8b81bab28417a975	Home (private)	52.201878	4.88527	2012-04-15T23:16:22.000+02:00
72376815	234	260	-1	4a27db87f964a52056941fe3	Strip Club	52.374447	4.8997226	2012-04-15T23:36:36.000+02:00
115639945	150	69	-1	4bd716b66f649521b4e571ec	Movie Theater	52.43859	4.817505	2012-04-21T21:04:58.000+02:00
21854243	533	952	-1	4a2705d8f964a52012891fe3	Music Venue	52.377506	4.8942556	2012-04-21T21:05:40.000+02:00
461972849	30	24	-1	4f3a6a34a17c224158ecd541	Electronics Store	52.36363	4.882618	2012-04-21T21:16:55.000+02:00
18305069	236	790	-1	4b925ecef964a52002f533e3	Brewery	52.375565	4.8993692	2012-04-21T21:32:41.000+02:00
461972849	30	24	-1	4a26fff6f964a520a1811fe3	Nightclub	52.36385	4.8838644	2012-04-21T21:59:16.000+02:00
1189	503	885	-1	4a2703c8f964a52066851fe3	Concert Hall	52.364807	4.8815346	2012-04-21T22:06:13.000+02:00
21567738	84	52	-1	4d4b2132d162a1cdc6035f26	Italian Restaurant	52.379364	4.636881	2012-04-22T21:09:03.000+02:00
48669196	101	41	-1	4f563236e4b034c182f16717	Boarding House	52.466824	5.043004	2012-04-22T21:12:25.000+02:00
296389719	25	9	-1	4f8a90f6e4b005979f4b666b	Home (private)	52.414154	4.6440997	2012-04-22T21:13:49.000+02:00
16437969	145	73	-1	4e9ae66dd22d8be589418ea8	Motel	52.365	4.884096	2012-04-22T21:19:10.000+02:00
170352047	66	38	-1	4a27db34f964a52087921fe3	Spanish Restaurant	52.35635	4.898864	2012-04-22T21:20:35.000+02:00
42045689	2093	2931	-1	4bd5652e5631c9b613fca330	Bar	52.35476	4.8406467	2012-04-22T21:21:47.000+02:00
349268303	881	394	-1	4af3e8e7f964a52099ef21e3	Coffee Shop	52.378513	4.8997173	2012-04-22T21:51:55.000+02:00
